Timestamp,CP_ID,Message_Type,Label
2025-12-11T22:07:09.713892,CP_007,MeterValues,attack_meta
2025-12-11T22:07:09.716401,CP_008,MeterValues,attack_meta
2025-12-11T22:07:09.718248,CP_009,MeterValues,attack_meta
2025-12-11T22:07:09.719908,CP_010,MeterValues,attack_meta
2025-12-11T22:07:10.732876,CP_001,MeterValues,attack_meta
2025-12-11T22:07:10.734855,CP_002,MeterValues,attack_meta
2025-12-11T22:07:10.736671,CP_003,MeterValues,attack_meta
2025-12-11T22:07:10.738115,CP_004,MeterValues,attack_meta
2025-12-11T22:07:10.739776,CP_005,MeterValues,attack_meta
2025-12-11T22:07:10.742537,CP_006,MeterValues,attack_meta
2025-12-11T22:07:10.745162,CP_007,MeterValues,attack_meta
2025-12-11T22:07:10.747357,CP_008,MeterValues,attack_meta
2025-12-11T22:07:10.750318,CP_009,MeterValues,attack_meta
2025-12-11T22:07:10.752473,CP_010,MeterValues,attack_meta
2025-12-11T22:07:10.951777,CP_001,Heartbeat,attack_meta
2025-12-11T22:07:10.951881,CP_002,Heartbeat,attack_meta
